combo_id,combo_label,condition,fold,epoch,train_loss,val_loss,train_f1,val_accuracy,val_precision,val_recall,val_f1_macro,val_f1_weighted,is_best_epoch
5,lb=2e-05_lc=1e-04_bs=16,S1,2,1,0.6914,0.4519,0.7067,0.8194,0.8188,0.8152,0.8166,0.8193,False
5,lb=2e-05_lc=1e-04_bs=16,S1,2,2,0.3847,0.4241,0.8569,0.8485,0.8475,0.8525,0.8469,0.8496,True
5,lb=2e-05_lc=1e-04_bs=16,S1,2,3,0.214,0.5438,0.9254,0.8391,0.8388,0.8434,0.8378,0.8404,False
5,lb=2e-05_lc=1e-04_bs=16,S1,2,4,0.1264,0.7309,0.9649,0.8476,0.8451,0.8494,0.8463,0.8481,False
5,lb=2e-05_lc=1e-04_bs=16,S1,2,5,0.0764,0.8785,0.9798,0.8373,0.8348,0.8371,0.8351,0.8383,False
5,lb=2e-05_lc=1e-04_bs=16,S1,3,1,0.695,0.3972,0.7018,0.8532,0.8539,0.8584,0.8522,0.8546,True
5,lb=2e-05_lc=1e-04_bs=16,S1,3,2,0.3877,0.4725,0.8558,0.8363,0.8344,0.8318,0.8329,0.8363,False
5,lb=2e-05_lc=1e-04_bs=16,S1,3,3,0.2373,0.5464,0.9201,0.8495,0.8469,0.8429,0.8421,0.847,False
5,lb=2e-05_lc=1e-04_bs=16,S1,3,4,0.1433,0.8855,0.9597,0.8278,0.8315,0.8172,0.8216,0.8259,False
5,lb=2e-05_lc=1e-04_bs=16,S1,4,1,0.6851,0.4405,0.6999,0.8418,0.8386,0.8331,0.8348,0.8401,True
5,lb=2e-05_lc=1e-04_bs=16,S1,4,2,0.3902,0.4826,0.8579,0.8399,0.8452,0.8286,0.8297,0.8355,False
5,lb=2e-05_lc=1e-04_bs=16,S1,4,3,0.2346,0.5057,0.9247,0.8437,0.8411,0.8455,0.8411,0.8449,False
5,lb=2e-05_lc=1e-04_bs=16,S1,4,4,0.1403,0.8352,0.9604,0.8352,0.8318,0.8279,0.8294,0.8344,False
5,lb=2e-05_lc=1e-04_bs=16,S1,5,1,0.6934,0.4478,0.6883,0.8343,0.8314,0.8312,0.8308,0.835,True
